שם ישוב,אמת,ב,ג,ד,ום,ט,כן,ל,מחל,מרצ,עם,פה,שס,umap_x,umap_y,tsne_x,tsne_y,1,2,3,4,cluster,סמל ישוב,מצביעים,כשרים,פסולים
נוף איילון,0.16,9.65,2.8,0.0,0.0,68.56,2.88,0.39,10.12,0.16,0.0,0.78,4.51,10.45696,-4.496592,50.97898,-9.24167,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:68.56,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:10.12,הבית היהודי בראשות איילת שקד:9.65,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:4.51,7,1333,1295,1295,0
נוף הגליל,1.61,0.27,2.48,6.79,17.15,7.72,4.14,15.34,28.33,1.33,2.05,10.09,2.69,14.448533,2.7703125,13.014153,3.7541,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:28.33,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:17.15",ישראל ביתנו בראשות אביגדור ליברמן:15.34,יש עתיד בראשות יאיר לפיד לראשות הממשלה:10.09,11,1061,21366,21063,303
נופים,0.65,4.36,0.87,0.0,0.0,39.22,4.58,1.31,42.92,0.22,0.0,2.61,3.27,13.762397,-0.9341803,33.670177,-5.625775,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:42.92,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:39.22,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:4.58,הבית היהודי בראשות איילת שקד:4.36,3,3790,469,468,1
נופית,8.03,0.41,0.07,0.07,0.14,3.02,19.08,2.81,12.63,4.12,0.07,49.07,0.48,15.664612,12.593719,-20.921022,3.333745,יש עתיד בראשות יאיר לפיד לראשות הממשלה:49.07,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.08,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:12.63,מפלגת העבודה בראשות מרב מיכאלי:8.03,1,1284,1483,1477,6
נופך,4.57,0.61,1.22,0.0,0.0,11.59,13.11,0.0,43.9,1.22,0.0,15.85,7.93,15.230987,2.5158916,17.329348,-1.7948785,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:43.9,יש עתיד בראשות יאיר לפיד לראשות הממשלה:15.85,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:13.11,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:11.59,11,257,332,329,3
נוקדים,0.4,8.65,1.71,0.1,0.1,50.2,4.43,6.14,23.64,0.2,0.0,2.82,1.61,11.642939,-3.4520576,43.927513,-8.532493,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:50.2,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:23.64,הבית היהודי בראשות איילת שקד:8.65,ישראל ביתנו בראשות אביגדור ליברמן:6.14,2,3726,1027,1022,5
נורדיה,6.02,1.11,0.45,0.0,0.11,4.35,19.84,2.34,20.29,2.12,0.0,42.03,1.34,16.24604,10.075296,-12.6501875,-0.22990248,יש עתיד בראשות יאיר לפיד לראשות הממשלה:42.03,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:20.29,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.84,מפלגת העבודה בראשות מרב מיכאלי:6.02,9,447,928,926,2
נחושה,1.08,19.94,1.55,0.0,0.0,34.31,13.29,0.62,22.57,0.46,0.0,1.24,4.95,12.688523,-2.5545182,38.996227,-11.193442,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:34.31,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:22.57,הבית היהודי בראשות איילת שקד:19.94,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:13.29,2,59,657,655,2
נחלה,3.05,1.02,3.31,0.0,0.0,20.61,11.7,0.76,33.84,1.27,0.0,7.38,17.05,14.572042,1.8444349,23.538725,-6.089725,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:33.84,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:20.61,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:17.05,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:11.7,3,2045,399,398,1
נחלים,0.28,12.31,0.84,0.0,0.14,48.67,8.67,0.84,24.34,0.42,0.14,2.66,0.7,11.900758,-3.3351123,43.19887,-9.4526825,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:48.67,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:24.34,הבית היהודי בראשות איילת שקד:12.31,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:8.67,2,449,729,727,2
נחם,0.62,1.85,8.33,0.0,0.0,25.93,4.32,0.31,46.3,0.62,0.62,2.78,8.33,14.527523,-0.3490512,28.163992,-3.296984,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:46.3,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:25.93,יהדות התורה והשבת אגודת ישראל - דגל התורה:8.33,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:8.33,3,809,330,328,2
נחף,0.13,0.4,0.15,21.66,37.43,0.04,0.64,0.02,0.51,2.12,35.73,0.09,1.08,-4.3662324,6.6289597,2.7360091,37.47566,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:37.43",הרשימה הערבית המאוחדת:35.73,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:21.66",מרצ השמאל של ישראל בראשות זהבה גלאון:2.12,0,522,5359,5325,34
נחשולים,16.75,0.25,0.0,0.0,0.25,1.72,21.43,1.23,3.94,7.14,0.0,47.04,0.25,14.607097,12.82919,-28.94127,2.529902,יש עתיד בראשות יאיר לפיד לראשות הממשלה:47.04,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:21.43,מפלגת העבודה בראשות מרב מיכאלי:16.75,מרצ השמאל של ישראל בראשות זהבה גלאון:7.14,1,433,415,414,1
נחשון,7.98,0.0,0.0,0.92,1.53,0.92,9.2,0.31,4.29,36.5,0.31,37.73,0.31,12.11062,15.102094,-47.372112,5.1286926,יש עתיד בראשות יאיר לפיד לראשות הממשלה:37.73,מרצ השמאל של ישראל בראשות זהבה גלאון:36.5,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:9.2,מפלגת העבודה בראשות מרב מיכאלי:7.98,6,777,352,351,1
נטעים,10.71,0.23,0.46,0.0,0.0,5.92,18.68,1.14,15.03,7.97,0.23,39.41,0.23,15.363605,10.419463,-17.621105,-4.319584,יש עתיד בראשות יאיר לפיד לראשות הממשלה:39.41,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.68,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:15.03,מפלגת העבודה בראשות מרב מיכאלי:10.71,1,174,445,444,1
ניין,0.68,0.0,0.14,29.52,18.23,0.14,0.54,0.0,4.63,21.9,22.04,1.77,0.41,-4.1015854,7.276102,-2.3284483,38.099354,"בל""ד - אלתג`מוע אלווטני אלדמוקרטי בראשות סמי אבו ש:29.52",הרשימה הערבית המאוחדת:22.04,מרצ השמאל של ישראל בראשות זהבה גלאון:21.9,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי:18.23",0,523,747,738,9
נילי,1.5,2.36,0.11,0.0,0.0,17.88,14.24,3.21,34.9,0.86,0.0,23.45,1.5,15.271861,4.0539446,9.966401,-7.314083,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:34.9,יש עתיד בראשות יאיר לפיד לראשות הממשלה:23.45,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:17.88,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.24,11,3655,963,960,3
ניצן,0.34,6.22,1.51,0.0,0.08,50.21,2.86,0.25,31.29,0.08,0.0,1.09,6.06,11.381509,-3.34841,43.44433,-7.2244616,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:50.21,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:31.29,הבית היהודי בראשות איילת שקד:6.22,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:6.06,2,351,1202,1198,4
ניצן ב,0.91,1.22,1.22,0.0,0.0,43.77,3.65,0.3,36.78,0.0,0.0,3.04,9.12,13.627006,-1.0228096,34.6294,-5.1978765,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:43.77,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:36.78,התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדי:9.12,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:3.65,2,1419,333,333,0
ניצני עוז,6.88,0.36,0.18,0.18,0.18,15.04,16.85,0.91,28.62,2.54,0.18,25.72,2.36,15.320886,5.127096,4.9972305,-9.078376,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:28.62,יש עתיד בראשות יאיר לפיד לראשות הממשלה:25.72,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.85,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:15.04,11,851,565,562,3
ניצנים,20.4,0.29,0.29,0.0,0.29,3.16,18.39,2.59,4.89,7.76,0.0,41.95,0.0,12.835239,12.022831,-33.837685,-3.0082376,יש עתיד בראשות יאיר לפיד לראשות הממשלה:41.95,מפלגת העבודה בראשות מרב מיכאלי:20.4,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:18.39,מרצ השמאל של ישראל בראשות זהבה גלאון:7.76,1,359,355,355,0
ניר אליהו,26.8,0.98,0.0,0.0,0.0,2.94,14.05,1.96,4.25,13.4,0.0,35.62,0.0,11.691436,12.60796,-38.417255,-5.7303905,יש עתיד בראשות יאיר לפיד לראשות הממשלה:35.62,מפלגת העבודה בראשות מרב מיכאלי:26.8,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.05,מרצ השמאל של ישראל בראשות זהבה גלאון:13.4,6,808,316,314,2
ניר בנים,13.54,0.22,0.66,0.0,0.44,2.4,23.14,1.09,8.73,7.42,0.0,42.36,0.0,14.594649,11.680649,-25.408676,-1.5674704,יש עתיד בראשות יאיר לפיד לראשות הממשלה:42.36,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:23.14,מפלגת העבודה בראשות מרב מיכאלי:13.54,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.73,1,553,460,459,1
ניר גלים,1.73,14.45,1.35,0.0,0.0,35.65,8.09,0.39,30.44,0.0,0.19,2.5,5.2,12.985816,-2.023113,38.107063,-9.184346,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:35.65,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:30.44,הבית היהודי בראשות איילת שקד:14.45,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:8.09,2,720,524,522,2
ניר דוד תל עמל,12.16,0.9,0.0,0.0,0.0,1.35,11.26,1.8,2.03,23.87,0.0,46.4,0.23,12.725568,14.424344,-42.34937,5.11188,יש עתיד בראשות יאיר לפיד לראשות הממשלה:46.4,מרצ השמאל של ישראל בראשות זהבה גלאון:23.87,מפלגת העבודה בראשות מרב מיכאלי:12.16,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:11.26,6,256,461,457,4
ניר יפה,3.68,0.0,0.0,0.0,0.0,11.35,25.15,1.23,31.9,0.0,0.0,20.25,6.44,15.59048,4.761316,7.2178698,-5.2470884,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:31.9,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:25.15,יש עתיד בראשות יאיר לפיד לראשות הממשלה:20.25,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:11.35,11,165,334,333,1
ניר יצחק,14.25,0.56,0.0,0.0,1.12,0.0,13.69,0.84,2.23,38.27,0.0,28.77,0.28,12.006769,15.00491,-48.265785,3.5347188,מרצ השמאל של ישראל בראשות זהבה גלאון:38.27,יש עתיד בראשות יאיר לפיד לראשות הממשלה:28.77,מפלגת העבודה בראשות מרב מיכאלי:14.25,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:13.69,6,402,367,363,4
ניר ישראל,4.39,1.32,0.22,0.0,0.0,6.58,23.9,0.88,23.25,4.61,0.0,33.55,1.32,15.228204,7.723498,-6.845974,-9.341934,יש עתיד בראשות יאיר לפיד לראשות הממשלה:33.55,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:23.9,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:23.25,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:6.58,9,699,465,464,1
ניר עם,14.19,0.97,0.32,0.0,0.0,7.42,29.03,3.23,11.61,5.16,0.0,26.77,1.29,13.889247,10.392433,-24.107824,-8.806019,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:29.03,יש עתיד בראשות יאיר לפיד לראשות הממשלה:26.77,מפלגת העבודה בראשות מרב מיכאלי:14.19,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:11.61,9,348,316,316,0
ניר עציון,1.65,14.52,0.99,0.0,0.33,38.61,14.52,1.32,16.17,1.32,0.33,7.92,2.31,12.537009,-2.645463,40.02115,-11.474027,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:38.61,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:16.17,הבית היהודי בראשות איילת שקד:14.52,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.52,2,769,308,308,0
ניר עקיבא,4.91,2.45,0.61,0.0,0.0,19.94,14.11,1.84,24.54,2.76,0.0,17.48,11.35,15.132275,3.7964087,13.313303,-9.414538,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:24.54,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:19.94,יש עתיד בראשות יאיר לפיד לראשות הממשלה:17.48,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:14.11,11,2048,327,326,1
ניר צבי,10.83,0.9,0.15,0.15,0.15,3.16,17.74,1.2,10.98,7.52,0.0,46.62,0.6,15.210392,12.604053,-23.398571,4.9369607,יש עתיד בראשות יאיר לפיד לראשות הממשלה:46.62,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:17.74,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:10.98,מפלגת העבודה בראשות מרב מיכאלי:10.83,1,331,676,675,1
נירית,10.59,0.48,0.16,0.0,0.48,2.57,19.58,1.28,8.67,8.35,0.16,47.35,0.32,15.266114,12.749039,-24.935953,5.0270786,יש עתיד בראשות יאיר לפיד לראשות הממשלה:47.35,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:19.58,מפלגת העבודה בראשות מרב מיכאלי:10.59,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:8.67,1,1236,642,639,3
נס הרים,5.53,1.74,1.11,0.0,0.47,15.32,26.07,1.58,31.44,2.84,0.0,9.64,4.27,15.650003,4.5513115,8.132911,-5.2938943,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:31.44,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:26.07,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:15.32,יש עתיד בראשות יאיר לפיד לראשות הממשלה:9.64,11,825,642,640,2
נס ציונה,6.25,0.67,0.5,0.02,0.18,7.58,16.47,2.76,24.0,3.95,0.05,33.82,3.77,15.7877445,7.412384,-5.4983516,-5.9881473,יש עתיד בראשות יאיר לפיד לראשות הממשלה:33.82,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:24.0,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:16.47,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:7.58,9,7200,25969,25851,118
נעלה,1.19,1.02,0.26,0.0,0.0,21.94,9.35,5.95,38.69,0.51,0.09,19.13,1.87,15.791338,2.7076473,17.852962,-7.0586414,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה:38.69,הציונות הדתית בראשות בצלאל סמוטריץ` ועוצמה יהודית:21.94,יש עתיד בראשות יאיר לפיד לראשות הממשלה:19.13,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:9.35,11,3787,1223,1217,6
נען,27.42,0.2,0.1,0.1,0.31,2.34,13.15,2.24,4.38,10.3,0.1,39.25,0.1,11.568961,12.542385,-38.357845,-6.3948607,יש עתיד בראשות יאיר לפיד לראשות הממשלה:39.25,מפלגת העבודה בראשות מרב מיכאלי:27.42,המחנה הממלכתי בהנהגת בני גנץ לראשות הממשלה:13.15,מרצ השמאל של ישראל בראשות זהבה גלאון:10.3,6,158,992,991,1
